index	genre	filename	year	old_index	source1	source2	sentence1	sentence2	score
619	main-captions	MSRvid	2012test	1434	none	none	A man is playing a guitar	A musician is playing a keyboard	2.3
620	main-captions	MSRvid	2012test	1435	none	none	There is no man playing a keyboard	A man is playing a guitar	2.7
621	main-captions	MSRvid	2012test	1438	none	none	A man is playing a guitar	A man is playing a keyboard	3.0
622	main-captions	MSRvid	2012test	1444	none	none	A man is laughing	A man is spitting	3.3
623	main-captions	MSRvid	2012test	1446	none	none	There is no man spitting	A man is talking	1.7
624	main-captions	MSRvid	2012test	1448	none	none	A man is spreading dough	Dough is being spread by a man	4.8
625	main-captions	MSRvid	2012test	1453	none	none	A man is spreading dough	There is no woman slicing meat with a knife	1.1
626	main-captions	MSRvid	2012test	1455	none	none	A woman is slicing meat with a knife	A man is lumping dough	1.7
627	main-captions	MSRvid	2012test	1458	none	none	A baby is laughing	A baby is crying	3.1
628	main-captions	MSRvid	2012test	1461	none	none	A man is doing physical activity	A baby is laughing	1.1
629	main-captions	MSRvid	2012test	1463	none	none	A man is exercising	A happy baby is laughing	1.0
630	main-captions	MSRvid	2012test	1464	none	none	A baby is crying	A man is exercising	1.0
631	main-captions	MSRvid	2012test	1466	none	none	Three men are jumping off a tall wall	Three men are jumping off a wall	4.9
632	main-captions	MSRvid	2012test	1467	none	none	Three men are jumping on a wall	Three men are jumping off a wall	4.0
633	main-captions	MSRvid	2012test	1473	none	none	Three young men are running, jumping and kicking near a vending machine	Three men are jumping on a wall	2.8
634	main-captions	MSRvid	2012test	1474	none	none	Three men are jumping off a wall	Three young men are running, jumping and kicking near a vending machine	2.7
635	main-captions	MSRvid	2012test	1476	none	none	A deer is standing inside a fence	A deer is jumping over a cyclone fence	3.3
636	main-captions	MSRvid	2012test	1479	none	none	The deer is jumping over the low fence	A deer is jumping over a cyclone fence	3.8
637	main-captions	MSRvid	2012test	1480	none	none	A deer is jumping over a cyclone fence	The deer is not jumping over the fence	3.7
638	main-captions	MSRvid	2012test	1481	none	none	A deer is jumping over a wall	The deer is jumping over the fence	4.0
639	main-captions	MSRvid	2012test	1482	none	none	A deer is standing inside a fence	The deer is jumping over the fence	3.5
640	main-captions	MSRvid	2012test	1483	none	none	A deer is jumping over a cyclone fence	The deer is jumping over the fence	4.6
641	main-captions	MSRvid	2012test	1484	none	none	The oil is being stirred by a man	The man is stirring oil	4.9
642	main-captions	MSRvid	2012test	1486	none	none	The man is stirring the sauce for the chicken	The man is cooking sauce for the meat	4.1
643	main-captions	MSRvid	2012test	1488	none	none	The man is stirring oil	The man is cooking sauce for the meat	3.2
644	main-captions	MSRvid	2012test	1489	none	none	The man is stirring oil	The man is not stirring the sauce for the chicken	3.2
645	main-captions	MSRvid	2012test	1494	none	none	There is no man playing guitar	A man is playing guitar	4.3
646	main-captions	MSRvid	2012test	1498	none	none	A man is playing guitar	There is no man playing a guitar	4.1
647	main-captions	MSRvid	2012test	1499	none	none	A man is playing an electric guitar	A man is playing a guitar	4.5
648	main-captions	MSRvid	2012test	1501	none	none	A man is playing a guitar	A man is playing guitar	4.9
649	main-captions	MSRvid	2012test	1504	none	none	Three men are practicing karate in a field	Three men are practicing karate outdoors	4.5
650	main-captions	MSRvid	2012test	1505	none	none	Three men are practicing karate in a field	Three men are practicing karate in a gym	3.7
651	main-captions	MSRvid	2012test	1509	none	none	Three boys in karate costumes aren't fighting	Three men are practicing karate in a field	2.4
652	main-captions	MSRvid	2012test	1511	none	none	Some women are holding each other in a circle and dancing	A few women are holding each other and dancing together	3.9
653	main-captions	MSRvid	2012test	1513	none	none	Two men are playing table tennis	Two men are playing ping pong	4.3
654	main-captions	MSRvid	2012test	1514	none	none	Two men are playing table football	Two men are playing table tennis	2.8
655	main-captions	MSRvid	2012test	1517	none	none	Some women are holding each other in a circle and dancing	Two men are playing table tennis	1.1
656	main-captions	MSRvid	2012test	1519	none	none	Two men are playing table tennis	A few women are holding each other and dancing together	1.1
657	main-captions	MSRvid	2012test	1521	none	none	There is no woman cutting broccoli	A woman is cutting broccoli	3.4
658	main-captions	MSRvid	2012test	1523	none	none	A woman is planting some flowers	A woman is cutting some flowers	3.1
659	main-captions	MSRvid	2012test	1524	none	none	A woman is cutting some plants	A woman is cutting broccoli	3.5
660	main-captions	MSRvid	2012test	1527	none	none	A woman is cutting some flowers	There is no woman cutting broccoli	2.3
661	main-captions	MSRvid	2012test	1531	none	none	A woman is cutting a white onion	A woman is cutting an onion	4.4
662	main-captions	MSRvid	2012test	1534	none	none	There is no woman cutting an onion	A horse is standing	1.0
663	main-captions	MSRvid	2012test	1535	none	none	A white horse is standing	A woman is cutting an onion	1.0
664	main-captions	MSRvid	2012test	1536	none	none	A horse is running	A woman is cutting an onion	1.0
665	main-captions	MSRvid	2012test	1538	none	none	A cat is playing a piano	A cat is playing a keyboard	4.1
666	main-captions	MSRvid	2012test	1541	none	none	A man is playing two keyboards	There is no man playing two keyboards	2.4
667	main-captions	MSRvid	2012test	1545	none	none	A man is playing two keyboards	There is no cat playing a keyboard	2.3
668	main-captions	MSRvid	2012test	1547	none	none	Mimes are performing on a small stage	Mimes are performing on a stage	4.8
669	main-captions	MSRvid	2012test	1549	none	none	The men are acting on a stage	The men are performing on stage	4.4
670	main-captions	MSRvid	2012test	1550	none	none	Two men are leaving the stage	The men are performing on stage	3.5
671	main-captions	MSRvid	2012test	1551	none	none	The men are acting on a stage	Mimes are performing on a stage	3.6
672	main-captions	MSRvid	2012test	1552	none	none	Two men are leaving the stage	Mimes are performing on a stage	3.1
673	main-captions	MSRvid	2012test	1553	none	none	The men are performing on stage	Mimes are performing on a small stage	3.5
674	main-captions	MSRvid	2012test	1557	none	none	A man is dropping a tree	A man is carrying a tree	3.6
675	main-captions	MSRvid	2012test	1558	none	none	A man is picking up a tree	A tree is being picked up by a man	4.9
676	main-captions	MSRvid	2012test	1559	none	none	A man is planting a tree	A man is picking up a tree	3.9
677	main-captions	MSRvid	2012test	1563	none	none	A man is picking up a tree	A man is dropping a tree	3.5
678	main-captions	MSRvid	2012test	1565	none	none	A man is passionately playing the guitar	A man is playing the guitar	4.6
679	main-captions	MSRvid	2012test	1566	none	none	A man is playing the guitar	There is no man playing the guitar	3.5
680	main-captions	MSRvid	2012test	1570	none	none	A person is listening to a trumpet playing	A person is playing a trumpet	3.5
681	main-captions	MSRvid	2012test	1573	none	none	A man is playing the guitar	A person is listening to a trumpet playing	1.5
682	main-captions	MSRvid	2012test	1574	none	none	A person is playing a trumpet	A man is passionately playing the guitar	2.5
683	main-captions	MSRvid	2012test	1575	none	none	A person is playing a trumpet	There is no man playing the guitar	2.5
684	main-captions	MSRvid	2012test	1576	none	none	A man is playing the guitar owner	A person is playing a trumpet	2.5
685	main-captions	MSRvid	2012test	1580	none	none	A badger, which is shrewd, is digging the earth	A badger is shrewdly digging the earth	4.5
686	main-captions	MSRvid	2012test	1582	none	none	A badger, which is shrewd, is digging the earth	The badger is burrowing a hole	4.0
687	main-captions	MSRvid	2012test	1585	none	none	A badger is shrewdly digging the earth	The badger isn't burrowing a hole	2.7
688	main-captions	MSRvid	2012test	1586	none	none	A badger is shrewdly digging the earth	The badger is burrowing a hole	4.2
689	main-captions	MSRvid	2012test	1587	none	none	Some liquid is being poured into a pan by a man	A man is pouring liquid into a pot	4.6
690	main-captions	MSRvid	2012test	1588	none	none	A man is pouring liquid into a pot	There is no man pouring liquid into a pot	3.7
691	main-captions	MSRvid	2012test	1591	none	none	The chef is carefully pouring oil in the pan	A man is pouring liquid into a pot	3.2
692	main-captions	MSRvid	2012test	1592	none	none	A man is pouring liquid into a pot	The chef is carefully drying the oil from the pan	2.3
693	main-captions	MSRvid	2012test	1595	none	none	A man is pouring liquid into a pot	The chef is carefully pouring some oil into a pan	4.1
694	main-captions	MSRvid	2012test	1599	none	none	The man is operating a stenograph	The man isn't operating a stenograph	3.3
695	main-captions	MSRvid	2012test	1601	none	none	The man is cautiously operating a stenograph	A man is typing on a machine used for stenography	4.2
696	main-captions	MSRvid	2012test	1604	none	none	The man is typing on a machine used for stenography	The man is operating a stenograph	4.8
697	main-captions	MSRvid	2012test	1606	none	none	The man is operating a stenograph	A man is typing on a machine used for stenography	4.7
698	main-captions	MSRvid	2012test	1607	none	none	A snake is being fed a mouse by a man	One man is feeding a mouse to the snake	4.7
699	main-captions	MSRvid	2012test	1609	none	none	A poor man is being fed snakes and mice	A snake is being fed a mouse by a man	2.3
700	main-captions	MSRvid	2012test	1610	none	none	The man is carefully feeding a mouse to the snake	The man is cautiously feeding a mouse to the snake	4.8
701	main-captions	MSRvid	2012test	1612	none	none	The man is carefully feeding a mouse to the snake	A snake is being fed a mouse by a man	4.8
702	main-captions	MSRvid	2012test	1614	none	none	The man is cautiously feeding a mouse to the snake	One man is feeding a mouse to the snake	4.6
703	main-captions	MSRvid	2012test	1615	none	none	No snake is being fed a mouse by a man	The man is cautiously feeding a mouse to the snake	3.4
704	main-captions	MSRvid	2012test	1618	none	none	A guy is cheerfully playing with the footbag	A guy is cheerfully playing with a footbag	4.9
705	main-captions	MSRvid	2012test	1621	none	none	The man isn't playing the piano	The man is playing a piano	3.6
706	main-captions	MSRvid	2012test	1625	none	none	The man is playing a piano	There is a guy cheerfully playing with a footbag	1.5
707	main-captions	MSRvid	2012test	1626	none	none	The man is playing a piano	A guy is cheerfully playing with a footbag	1.3
708	main-captions	MSRvid	2012test	1627	none	none	A man is mixing a few ingredients in a bowl	Some ingredients are being mixed in a bowl by a person	4.5
709	main-captions	MSRvid	2012test	1629	none	none	A person is bowling the ingredients to the man at the mixer	Some ingredients are being mixed in a bowl by a person	2.8
710	main-captions	MSRvid	2012test	1631	none	none	A woman is breaking two eggs in a bowl	There is no woman breaking eggs in a bowl	3.4
711	main-captions	MSRvid	2012test	1632	none	none	A woman is breaking two eggs in a bowl	A woman is bowling two eggs to a break dancer 	2.0
712	main-captions	MSRvid	2012test	1635	none	none	Some ingredients are being mixed in a bowl by a person	A woman is bowling two eggs to a break dancer 	1.6
713	main-captions	MSRvid	2012test	1639	none	none	A woman is breaking two eggs in a bowl	Some ingredients are being mixed in a bowl by a person	3.3
714	main-captions	MSRvid	2012test	1640	none	none	The girl is recklessly jumping onto a car	The girl is recklessly jumping onto a vehicle	4.6
715	main-captions	MSRvid	2012test	1641	none	none	The girl is recklessly jumping onto a car	The girl isn't jumping onto the car recklessly	3.6
716	main-captions	MSRvid	2012test	1643	none	none	One young lady is jumping on the car	One girl is jumping on the car	4.9
717	main-captions	MSRvid	2012test	1646	none	none	The girl is recklessly jumping onto a car	One young lady is jumping on the car	4.4
718	main-captions	MSRvid	2012test	1647	none	none	The girl is recklessly jumping onto a car	There is no girl jumping into the car	3.6
719	main-captions	MSRvid	2012test	1648	none	none	A girl is on a jumping car	The girl is recklessly jumping onto a car	4.0
720	main-captions	MSRvid	2012test	1649	none	none	The girl is recklessly jumping onto a vehicle	One girl is jumping on the car	4.2
721	main-captions	MSRvid	2012test	1650	none	none	The girl isn't jumping onto the car recklessly	One girl is jumping on the car	3.3
722	main-captions	MSRvid	2012test	1651	none	none	A car is riskily jumping over a girl	One girl is jumping on the car	2.9
723	main-captions	MSRvid	2012test	1652	none	none	The girl is recklessly jumping onto a car	One girl is jumping on the car	4.4
724	main-captions	MSRvid	2012test	1653	none	none	One woman is slowly peeling a potato	One woman is peeling a potato	4.7
725	main-captions	MSRvid	2012test	1655	none	none	A woman is throwing a potato peel	One woman is peeling a potato	3.6
726	main-captions	MSRvid	2012test	1657	none	none	The potato is being peeled by a woman	The potato isn't being peeled by a woman	3.2
727	main-captions	MSRvid	2012test	1659	none	none	One woman is peeling a potato	The potato isn't being peeled by a woman	3.6
728	main-captions	MSRvid	2012test	1660	none	none	One woman is slowly peeling a potato	The potato is being peeled by a woman	4.5
729	main-captions	MSRvid	2012test	1661	none	none	There is no woman peeling a potato	The potato is being peeled by a woman	3.5
730	main-captions	MSRvid	2012test	1663	none	none	The potato is being peeled by a woman	One woman is peeling a potato	4.8
731	main-captions	MSRvid	2012test	1668	none	none	The guitar is being played by the man	The guitar is being played by nobody	3.9
732	main-captions	MSRvid	2012test	1669	none	none	The guitar is being played by the man	The man is a guitar player	4.8
733	main-captions	MSRvid	2012test	1670	none	none	A boat is sailing peacefully over the water	The guitar is being played by a man	1.0
734	main-captions	MSRvid	2012test	1671	none	none	The guitar is being played by nobody	A boat is sailing peacefully over the water	1.0
735	main-captions	MSRvid	2012test	1673	none	none	A boat is sailing quietly over the water	The guitar is being played by the man	1.0
736	main-captions	MSRvid	2012test	1675	none	none	A boat's sail is being reflected by the peaceful water	The guitar is being played by the man	1.0
737	main-captions	MSRvid	2012test	1677	none	none	The man is pouring oil on a few tomatoes	One person pours oil on a few tomatoes	4.6
738	main-captions	MSRvid	2012test	1680	none	none	Some oil is being poured on the tomatoes by the man	The man is pouring some oil on the tomatoes	4.8
739	main-captions	MSRvid	2012test	1682	none	none	The man is pouring some oil on the tomatoes	Somebody is pouring tomato oil on the man	2.4
740	main-captions	MSRvid	2012test	1687	none	none	The man is pouring some oil on the tomatoes	A man isn't pouring oil on the tomatoes.	3.0
741	main-captions	MSRvid	2012test	1691	none	none	There is no milk being drunk by a cat	The milk is being drunk by a cat	3.7
742	main-captions	MSRvid	2012test	1694	none	none	A kitten is drinking fresh milk	There is no kitten drinking milk	3.7
743	main-captions	MSRvid	2012test	1697	none	none	There is no kitten drinking milk	The milk is being drunk by a cat	3.7
744	main-captions	MSRvid	2012test	1700	none	none	A kitten is drinking fresh milk	There is no milk being drunk by a cat	3.7
745	main-captions	MSRvid	2012test	1702	none	none	A kitten is drinking fresh milk	The milk is being drunk by a cat	4.2
746	main-captions	MSRvid	2012test	1705	none	none	A frog is being held carelessly by a man	A man is carelessly holding a frog	4.8
747	main-captions	MSRvid	2012test	1706	none	none	A man is carelessly holding a frog	A man is carelessly dropping a frog	3.6
748	main-captions	MSRvid	2012test	1707	none	none	A man is emptying a container made of plastic	A frog is being held carelessly by a man	1.1
749	main-captions	MSRvid	2012test	1708	none	none	A man is emptying a container made of plastic	A man is carelessly dropping a frog	1.2
750	main-captions	MSRvid	2012test	1712	none	none	A man is slicing an onion	An onion is being sliced by a man	4.9
751	main-captions	MSRvid	2012test	1714	none	none	A man is eating onion slices	A man is slicing an onion	3.7
752	main-captions	MSRvid	2012test	1715	none	none	An onion is being cut by a man	The onion is being cut by the man	4.9
753	main-captions	MSRvid	2012test	1716	none	none	No onion is being cut by a man	An onion is being cut by a man	3.1
754	main-captions	MSRvid	2012test	1719	none	none	An onion is being sliced by a man	An onion is being cut by a man	4.8
755	main-captions	MSRvid	2012test	1721	none	none	An onion is being cut by a man	A man is eating onion slices	3.2
756	main-captions	MSRvid	2012test	1723	none	none	A man is recklessly riding a horse	A person is recklessly riding a horse	4.2
757	main-captions	MSRvid	2012test	1724	none	none	A man is recklessly riding a horse	There is no man recklessly riding a horse	4.1
758	main-captions	MSRvid	2012test	1729	none	none	A man is recklessly riding a horse	The elephant isn't being ridden by the woman	1.4
759	main-captions	MSRvid	2012test	1733	none	none	A man is recklessly riding a horse	The elephant is being ridden by the woman	1.0
760	main-captions	MSRvid	2012test	1736	none	none	Somebody is playing the piano	The piano is being played by someone	5.0
761	main-captions	MSRvid	2012test	1741	none	none	The piano is being played by someone	Nobody is feeding an animal	1.0
762	main-captions	MSRvid	2012test	1747	none	none	One man is turning on the microwave	One man is turning off the microwave	4.0
763	main-captions	MSRvid	2012test	1751	none	none	One man is turning on the microwave	There is no man is pushing the buttons of a microwave	3.7
764	main-captions	MSRvid	2012test	1753	none	none	One man is turning on the microwave	A man is pushing the buttons of a microwave	4.3
765	main-captions	MSRvid	2012test	1755	none	none	A flute is being played by a girl	A flute is being put away by a girl	3.1
766	main-captions	MSRvid	2012test	1756	none	none	A flute is being played by a girl	A girl is making a flute which is not to be played	3.8
767	main-captions	MSRvid	2012test	1757	none	none	One woman is practicing with a flute	One woman is playing a flute	4.485
768	main-captions	MSRvid	2012test	1759	none	none	A flute is being played by a girl	One woman is practicing with a flute	4.2
769	main-captions	MSRvid	2012test	1765	none	none	A boy is happily playing the piano	One boy is happily playing a piano	5.0
770	main-captions	MSRvid	2012test	1766	none	none	The boy isn't playing the piano happily	A boy is happily playing the piano	3.8
771	main-captions	MSRvid	2012test	1771	none	none	A boy is happily playing the piano	A piano is being played by a person	4.3
772	main-captions	MSRvid	2012test	1772	none	none	A boy is happily playing the piano	A piano isn't being played by a man	3.3
773	main-captions	MSRvid	2012test	1773	none	none	A boy is happily playing the piano	The piano player is being a tough man	2.1
774	main-captions	MSRvid	2012test	1776	none	none	A piano is being played by a man	The play is about a happy boy playing the piano	2.6
775	main-captions	MSRvid	2012test	1777	none	none	A boy is happily playing the piano	A piano is being played by a man	3.8
776	main-captions	MSRvid	2012test	1780	none	none	A cheetah is quickly running behind its prey.	The cheetah is running quickly behind its prey	4.6
777	main-captions	MSRvid	2012test	1781	none	none	A cheetah is quickly running behind its prey.	There is no cheetah quickly running behind its prey	3.8
778	main-captions	MSRvid	2012test	1782	none	none	A cheetah is quickly running behind its prey.	A prey is quickly running behind the cheetah	3.6
779	main-captions	MSRvid	2012test	1783	none	none	A cheetah is chasing its prey across a field	The cheetah is running quickly behind its prey	4.4
780	main-captions	MSRvid	2012test	1784	none	none	A cheetah is chasing its prey across a field	There is no cheetah quickly running behind its prey	3.6
781	main-captions	MSRvid	2012test	1787	none	none	A cheetah is shaken off by its prey across a field.	A cheetah is quickly running behind its prey.	3.7
782	main-captions	MSRvid	2012test	1789	none	none	A lion is pacing tiredly in a pen	The lion is pacing tiredly in the pen	4.9
783	main-captions	MSRvid	2012test	1791	none	none	A lion is tiring the whole pen by pacing	A lion is pacing tiredly in a pen	3.8
784	main-captions	MSRvid	2012test	1792	none	none	A lion is slowly walking	A lion is slowly moving around	4.2
785	main-captions	MSRvid	2012test	1798	none	none	The lion is pacing tiredly in the pen	A lion is slowly walking	4.4
786	main-captions	MSRvid	2012test	1808	none	none	There is no man playing the guitar loudly	A flute is being played by a man	1.8
787	main-captions	MSRvid	2012test	1809	none	none	The loud man is not allowed to play the guitar	A flute is being played by a man	2.8
788	main-captions	MSRvid	2012test	1812	none	none	A man is playing the guitar loudly	A flute is being played by a man	3.1
789	main-captions	MSRvid	2012test	1814	none	none	The person isn't dicing up an orange pepper	The person is dicing up a pepper which is orange	3.3
790	main-captions	MSRvid	2012test	1815	none	none	The person is dicing up a pepper which is orange	The orange colored dices are being cast by a cook to win the pepper	2.9
791	main-captions	MSRvid	2012test	1818	none	none	Some bells are ringing near a cook slicing peppers	A cook is slicing some bell peppers	3.1
792	main-captions	MSRvid	2012test	1820	none	none	There is no cook slicing some bell peppers	The person is dicing up a pepper which is orange	3.4
793	main-captions	MSRvid	2012test	1822	none	none	A cook is slicing some bell peppers	An orange pepper is being diced up by a person	4.1
794	main-captions	MSRvid	2012test	1823	none	none	The person isn't dicing up an orange pepper	A cook is slicing some bell peppers	3.5
795	main-captions	MSRvid	2012test	1825	none	none	The person is dicing up a pepper which is orange	A cook is slicing some bell peppers	4.3
796	main-captions	MSRvid	2012test	1829	none	none	Some tofu is being sliced by one woman	Tofu is being sliced by a woman	4.9
797	main-captions	MSRvid	2012test	1830	none	none	Tofu is being sliced by a woman	Tofu isn't being sliced by a woman	3.5
798	main-captions	MSRvid	2012test	1832	none	none	A girl is cutting butter into two pieces	Some tofu is being sliced by one woman	2.2
799	main-captions	MSRvid	2012test	1840	none	none	The girl, who is little, is combing her hair into a pony tail.	The girl, who is little, is ruffling her hair	3.5
800	main-captions	MSRvid	2012test	1841	none	none	A girl is combing the hair of a little pony's tail	The girl, who is little, is combing her hair into a pony tail.	2.8
801	main-captions	MSRvid	2012test	1842	none	none	One man is sitting steadily on the chair	One man is sitting on the chair	4.4
802	main-captions	MSRvid	2012test	1844	none	none	The girl, who is little, is combing her hair into a pony tail.	One man is sitting steadily on the chair	1.0
803	main-captions	MSRvid	2012test	1846	none	none	The girl, who is little, is carefully combing her hair into a pony tail	One man is sitting on the chair	1.0
804	main-captions	MSRvid	2012test	1849	none	none	One man is sitting on the chair	The girl, who is little, is combing her hair into a pony tail.	1.1
805	main-captions	MSRvid	2012test	1851	none	none	The man is carelessly smearing butter on a slice of garlic bread	The man isn't smearing butter on bread 	3.7
806	main-captions	MSRvid	2012test	1852	none	none	A man is spreading butter on a piece of bread which is big	A piece of bread, which is big, is having butter spread upon it by a man OR A piece of bread, which is big, is being spread with butter by a man	4.7
807	main-captions	MSRvid	2012test	1853	none	none	A man is removing the butter from a piece of bread which is big	A man is spreading butter on a piece of bread which is big	4.1
808	main-captions	MSRvid	2012test	1854	none	none	The man is carelessly smearing butter on a slice of garlic bread	A piece of bread, which is big, is having butter spread upon it by a man OR A piece of bread, which is big, is being spread with butter by a man	4.1
809	main-captions	MSRvid	2012test	1866	none	none	The parrot is talking into the microphone	There is no parrot speaking	3.5
810	main-captions	MSRvid	2012test	1869	none	none	A parrot is speaking	The parrot is silent in front of the microphone	2.9
811	main-captions	MSRvid	2012test	1873	none	none	Some kittens are hungry	Some kittens are eating	3.7
812	main-captions	MSRvid	2012test	1874	none	none	A man is eating near the kittens	Some kittens are eating	2.9
813	main-captions	MSRvid	2012test	1876	none	none	The food on the trays isn't being eaten by the kittens	The food on the trays is being eaten by the kittens	3.3
814	main-captions	MSRvid	2012test	1878	none	none	The kittens are eating the food on the trays	Some kittens are eating	4.7
815	main-captions	MSRvid	2012test	1879	none	none	The food on the trays isn't being eaten by the kittens	Some kittens are eating	2.8
816	main-captions	MSRvid	2012test	1882	none	none	Some kittens are hungry	The food on the trays is being eaten by the kittens	2.9
817	main-captions	MSRvid	2012test	1884	none	none	The food on the trays is being eaten by the kittens	Some kittens are eating	4.4
818	main-captions	MSRvid	2012test	1886	none	none	A person is singing and playing the guitar	There is no person singing and playing the guitar	4.1
819	main-captions	MSRvid	2012test	1887	none	none	A person is singing and playing the guitar	The singer is playing the guitar in front of a person	4.0
820	main-captions	MSRvid	2012test	1888	none	none	A man is passionately playing a guitar	One man is passionately playing the guitar	4.9
821	main-captions	MSRvid	2012test	1892	none	none	A man is putting away a guitar	A person is singing and playing the guitar	3.4
822	main-captions	MSRvid	2012test	1894	none	none	A man is passionately playing a guitar	A person is singing and playing a guitar	4.2
823	main-captions	MSRvid	2012test	1897	none	none	A person is singing and playing the guitar	A man is passionately playing a guitar	4.185
824	main-captions	MSRvid	2012test	1898	none	none	Some animals are playing wildly in the water	A few animals are playing in the water	4.4
825	main-captions	MSRvid	2012test	1904	none	none	A few animals are playing in the water	Nobody is playing ping pong	1.0
826	main-captions	MSRvid	2012test	1907	none	none	Two people are playing ping pong	A few animals are out of the water	1.0
827	main-captions	MSRvid	2012test	1909	none	none	The windows are being polished by a man	The windows are being cleaned by a man	4.4
828	main-captions	MSRvid	2012test	1910	none	none	The windows are being cleaned by a man	There is no window being cleaned by a man	3.4
829	main-captions	MSRvid	2012test	1912	none	none	The man is driving a car carefully	The man is driving a car	4.6
830	main-captions	MSRvid	2012test	1918	none	none	The man is driving a car	The windows are being polished by a man	1.1
831	main-captions	MSRvid	2012test	1919	none	none	The man is driving a car	There is no window being cleaned by a man	1.1
832	main-captions	MSRvid	2012test	1921	none	none	The windows are being cleaned by a man	The man is driving a car	1.4
833	main-captions	MSRvid	2012test	1927	none	none	The woman is pouring oil into a skillet	The skillet is being oiled by a woman who is pouring some water	3.5
834	main-captions	MSRvid	2012test	1934	none	none	The woman is pouring oil into a skillet	A chimp is angrily kicking a target	1.0
835	main-captions	MSRvid	2012test	1935	none	none	The baby is being put into a trash can by a woman	A woman is putting the baby into a trash can	4.9
836	main-captions	MSRvid	2012test	1936	none	none	There is no baby being put into a trash can by a woman	The baby is being put into a trash can by a woman	3.8
837	main-captions	MSRvid	2012test	1939	none	none	The baby is being put into a trash can by a woman	A person is putting meat into a skillet carelessly	1.0
838	main-captions	MSRvid	2012test	1940	none	none	A person is taking away the meat in the skillet	The baby is being put into a trash can by a woman	1.0
839	main-captions	MSRvid	2012test	1942	none	none	A person is putting meat into a skillet	There is no baby being put into a trash can by a woman	1.0
840	main-captions	MSRvid	2012test	1943	none	none	The baby is being put into a trash can by a woman	A person is putting meat into a skillet	1.0
841	main-captions	MSRvid	2012test	1946	none	none	One small child is greedily drinking water from the cup	One small child is drinking water from the cup	4.8
842	main-captions	MSRvid	2012test	1948	none	none	The kitten is eagerly drinking some milk from the bowl	One small child is greedily drinking water from the cup	1.6
843	main-captions	MSRvid	2012test	1949	none	none	The kitten is eagerly drinking some milk from the bowl	One small child is filling the cup with water	1.4
844	main-captions	MSRvid	2012test	1954	none	none	The band is singing 	The band isn't singing	3.9
845	main-captions	MSRvid	2012test	1955	none	none	The singer is leaving the band	The band is singing 	2.9
846	main-captions	MSRvid	2012test	1961	none	none	A woman is putting on makeup carefully	The band isn't singing	1.0
847	main-captions	MSRvid	2012test	1963	none	none	A woman is putting on makeup carefully	The band is singing 	1.0
848	main-captions	MSRvid	2012test	1967	none	none	The woman is happily playing a guitar, which is acoustic, and singing	The woman is playing a guitar, which is acoustic, and singing	4.5
849	main-captions	MSRvid	2012test	1969	none	none	The singer is playing the guitar at an acoustic concert for a woman	The woman is playing a guitar, which is acoustic, and singing	3.9
850	main-captions	MSRvid	2012test	1970	none	none	The woman is happily playing a guitar, which is acoustic, and singing	A person is playing a guitar and singing	4.4
851	main-captions	MSRvid	2012test	1972	none	none	The singer is playing the guitar at an acoustic concert for a woman	A person is playing a guitar and singing	3.9
852	main-captions	MSRvid	2012test	1974	none	none	Nobody is playing the guitar and singing	The woman is playing a guitar, which is acoustic, and singing	3.585
853	main-captions	MSRvid	2012test	1975	none	none	The woman is playing a guitar, which is acoustic, and singing	The singer is hiring a person to fire the guitar player	1.9
854	main-captions	MSRvid	2012test	1978	none	none	There is no water being drunk by a cat	Some water is being drunk by a cat	3.8
855	main-captions	MSRvid	2012test	1981	none	none	A truck is quickly going down a hill	A truck is quickly going up a hill	4.0
856	main-captions	MSRvid	2012test	1984	none	none	A truck is quickly going down a hill	Some water is being casually drunk by a cat	1.0
857	main-captions	MSRvid	2012test	1987	none	none	Some water is being drunk by a cat	A truck is quickly going down a hill	1.0
858	main-captions	MSRvid	2012test	1988	none	none	A young woman is playing the guitar	A girl is playing the guitar	4.5
859	main-captions	MSRvid	2012test	1989	none	none	A girl is playing the guitar	A girl is not playing the guitar	3.3
860	main-captions	MSRvid	2012test	1991	none	none	One man is intensely playing a guitar	The man is intensely playing the guitar	4.8
861	main-captions	MSRvid	2012test	1992	none	none	The man is intensely playing the guitar	The man isn't intensely playing the guitar	2.9
862	main-captions	MSRvid	2012test	1993	none	none	The man is intensely playing the guitar	The intense man is a guitar player	3.7
863	main-captions	MSRvid	2012test	1994	none	none	A girl is playing the guitar	One man is intensely playing a guitar	3.2
864	main-captions	MSRvid	2012test	1996	none	none	The intense man is a guitar player	A girl is playing the guitar	2.8
865	main-captions	MSRvid	2012test	1999	none	none	The man is intensely playing the guitar	The guitar player is loving one girl	2.7
866	main-captions	MSRvid	2012test	2000	none	none	A girl is playing the guitar	The man is intensely playing the guitar	3.7
867	main-captions	MSRvid	2012test	2004	none	none	A man is riding a motorbike	A man is driving a motorbike	4.6
868	main-captions	MSRvid	2012test	2005	none	none	A man is parking a motorbike	A man is riding a motorbike	3.3
869	main-captions	MSRvid	2012test	2006	none	none	A man is riding a motorbike	A motorbike rider is running over a man 	3.1
870	main-captions	MSRvid	2012test	2007	none	none	The horse is being ridden by a man	A man is driving a motorbike	1.8
871	main-captions	MSRvid	2012test	2008	none	none	The horse is being ridden by a man	A man is parking a motorbike	1.6
